016100 1000/2;47,47;45,1;1;10
016100 2000;7,28;6,92;1;10
016100 2000/2;59,33;56,37;1;10
016100 3000/2;34,99;33,25;1;10
016100 500;83,22;79,06;1;10
016100 500/2;99,09;94,14;1;10
016140 10;33,64;31,96;1;10
016140 10/2;32,07;30,47;1;10
016140 2;73,07;69,42;1;10
016140 2/2;48,73;46,3;1;10
016140 3X2;41,58;39,51;1;10
016140 3X5;3,12;2,97;1;10
016140 5;12,66;12,03;1;10
016140 5/2;87,96;83,57;1;10
016140 50;67,25;63,89;1;10
016150 1000;20,62;19,59;1;10
016150 3000;16,3;15,49;1;10
016150 6000;21,9;20,81;1;10
016200 0,02;20,5;19,48;1;10
016200 0,10;44,26;42,05;1;10
016220 400X400;87,56;83,19;1;10
016230 0,02;64,18;60,98;1;10
016230 0,10;44,26;42,05;1;10
016230 0,40;94,94;90,2;1;10
016270 400X400;16,48;15,66;1;10
016400;14,28;13,57;1;10
016600;4,92;4,68;1;10
016700 A;44,26;42,05;1;10
016730 A;13,59;12,92;1;10
016780 3;74,25;70,54;1;10
016790 D;28,93;27,49;1;10
016800;76,03;72,23;1;10
016820 1;66,16;62,86;1;10
016830;21,1;20,05;1;10
016840 1;53,85;51,16;1;10
016850;57,81;54,92;1;10
016870 A;69,9;66,41;1;10
016890 A;42,76;40,63;1;10
016900;59,05;56,1;1;10
016920 B;56,89;54,05;1;10
016930;35,71;33,93;1;10
017440;9,3;8,84;1;10
017710 3;31,44;29,87;1;10
017720 D;61,89;58,8;1;10
017870;87,4;83,03;1;10
017910;10,86;10,32;1;10
018041 10;38,47;36,55;1;10
018041 103;30,66;29,13;1;10
018041 32;3,21;3,05;1;10
018041 47;67,18;63,83;1;10
018041 8;93,17;88,52;1;10
018041 87;71,74;68,16;1;10
018130 5;65,77;62,49;1;10
018140 100;84,61;80,38;1;10
018140 150;17,86;16,97;1;10
018140 200;35,28;33,52;1;10
018140 400;71,28;67,72;1;10
018190 100;68,74;65,31;1;10
018190 150;53,42;50,75;1;10
018200 100;46,74;44,41;1;10
018200 150;38,03;36,13;1;10
018280 60;38,82;36,88;1;10
018380;96,39;91,58;1;10
018381 100;93,15;88,5;1;10
018381 101;73,72;70,04;1;10
018381 41;81,79;77,71;1;10
018381 45;21,97;20,88;1;10
018381 50;43,47;41,3;1;10
018381 81;39,8;37,81;1;10
018381 91;35,9;34,11;1;10
018400 20;15,85;15,06;1;10
018400 200;38,11;36,21;1;10
018400 60;66,93;63,59;1;10
018420 200;4,17;3,97;1;10
018420 50;91,99;87,4;1;10
018430 100;34,88;33,14;1;10
018430 2;89;84,55;1;10
018430 50;46,18;43,88;1;10
018430 500;46,82;44,48;1;10
018490;6,87;6,53;1;10
018530;30,16;28,66;1;10
018580 100;16,2;15,39;1;10
018580 300;34,75;33,02;1;10
018580 60;31,86;30,27;1;10
018600 20;96,06;91,26;1;10
018600 200;30,94;29,4;1;10
018600 3;89,01;84,56;1;10
018600 60;89,55;85,08;1;10
018610 100;91,85;87,26;1;10
018610 20;51,83;49,24;1;10
018610 200;75,32;71,56;1;10
018610 3;57,09;54,24;1;10
018610 60;89,25;84,79;1;10
018630 100;83,76;79,58;1;10
018640 60;57,71;54,83;1;10
018650;11,17;10,62;1;10
018780;3,48;3,31;1;10
018800;56,16;53,36;1;10
018820 1000;50,63;48,1;1;10
018820 2000;94,63;89,9;1;10
018820 400;87,4;83,03;1;10
018821 1000/2;53,89;51,2;1;10
018821 400/2;57,18;54,33;1;10
018830 1000;83,43;79,26;1;10
018831 1000/2;69,38;65,92;1;10
018840 1000;33,09;31,44;1;10
018840 1000/2;98,55;93,63;1;10
018850;63,87;60,68;1;10
018860 1000;19;18,05;1;10
018860 1000/2;26,37;25,06;1;10
018860 400/2;12,57;11,95;1;10
018870;65,88;62,59;1;10
018890;98,89;93,95;1;10
018891 1000;85,11;80,86;1;10
018891 2000;16,67;15,84;1;10
018891 400;31,68;30,1;1;10
018920 100;19,6;18,62;1;10
018920 150;76,97;73,13;1;10
018920 50;15,52;14,75;1;10
018940;4,67;4,44;1;10
018940 3X;22,62;21,49;1;10
019160;15,97;15,18;1;10
019580 90;20,46;19,44;1;10
019600 90;37,42;35,55;1;10
019610 100;42,02;39,92;1;10
019620 200;97,76;92,88;1;10
019620 60;27,22;25,86;1;10
019630 90;81,66;77,58;1;10
019640 100;54,19;51,49;1;10
019660 200;4,57;4,35;1;10
019660 50;86,42;82,1;1;10
019670 10;50,17;47,67;1;10
019670 103;97,45;92,58;1;10
019670 32;97,28;92,42;1;10
019670 47;40,77;38,74;1;10
019670 8;60,92;57,88;1;10
019670 87;79,93;75,94;1;10
019680 100;21,88;20,79;1;10
019680 101;77,23;73,37;1;10
019680 41;66,51;63,19;1;10
019680 45;22,61;21,48;1;10
019680 50;28,36;26,95;1;10
019680 81;6,71;6,38;1;10
019680 91;49,49;47,02;1;10
019690 3-12;16,04;15,24;1;10
019700 50;23,42;22,25;1;10
019730 M3-M12;56,52;53,7;1;10
019740 M3-M12;68,71;65,28;1;10
019760 10;32,74;31,11;1;10
019760 32;91,09;86,54;1;10
019760 47;93,44;88,77;1;10
019760 87;34,64;32,91;1;10
070100 71132364;28,27;26,86;1;10
070100 7113236H1;20,61;19,58;1;10
070100 7113236H3;85,42;81,15;1;10
070102 M18OPD2-5;7,5;7,13;1;10
070103 TICK;73,15;69,5;1;10
070104 GSB1215B;75,09;71,34;1;10
070105 GSB1821;72,52;68,9;1;10
070106 GSB18110C;68,69;65,26;1;10
070106 GSB1860PC;16,93;16,09;1;10
070107 GSR1860FCS;20,36;19,35;1;10
070110 M12FPD2;97,9;93,01;1;10
070110 M12FPD2XK;75,48;71,71;1;10
070110 M12FPD4;98,2;93,29;1;10
070110 M12FPD6;59,14;56,19;1;10
070110 M12FPDX2;15,18;14,43;1;10
070110 M18BPD4;51,42;48,85;1;10
070110 M18FPD2-2;76,16;72,36;1;10
070110 M18FPD2-5;5,75;5,47;1;10
070111 M12FPD2;52,24;49,63;1;10
070111 M18FPD2-2;44,75;42,52;1;10
070113 GSB1860PRO;91,82;87,23;1;10
070200 71161164;83,93;79,74;1;10
070200 7116116H1;55,02;52,27;1;10
070200 71161264;43,2;41,04;1;10
070200 711SET;52,81;50,17;1;10
070204 71161064;54,13;51,43;1;10
070204 7116106H1;73,77;70,09;1;10
070204 711SET;85,88;81,59;1;10
070205 71132064;54,87;52,13;1;10
070205 71132264;86,89;82,55;1;10
070205 7113226H1;26,29;24,98;1;10
070208 711301;16,04;15,24;1;10
070208 ANGLE;11,74;11,16;1;10
070208 CHUCK120;5,52;5,25;1;10
070208 CHUCK60;61,48;58,41;1;10
070208 CHUCK-SKE;56,84;54;1;10
070208 HOLESAW;91,12;86,57;1;10
070208 INCH12;12,04;11,44;1;10
070208 INCH14;96,73;91,9;1;10
070208 THREAD-SET;3,68;3,5;1;10
070210 M12BDD2;17,13;16,28;1;10
070210 M12FDD2;98,95;94,01;1;10
070210 M12FDD4;49,32;46,86;1;10
070210 M12FDD6;9,51;9,04;1;10
070210 M18CBLDD-2;33,45;31,78;1;10
070210 M18CBLDD-4;55,62;52,84;1;10
070210 M18FDD2-2;47,13;44,78;1;10
070210 M18FDD2-5;33,48;31,81;1;10
070211 M18FDD2-2;99,57;94,6;1;10
070212 M18ODD2-5;66,18;62,88;1;10
070219 CK;32,71;31,08;1;10
070219 OA;88,87;84,43;1;10
070219 RAA;87,78;83,4;1;10
070220 SE3;13,99;13,3;1;10
070221 BS12C2;50,91;48,37;1;10
070221 BS14G3;3,2;3,04;1;10
070222 BS18C2BL4;52,32;49,71;1;10
070222 BS18C2X;80,73;76,7;1;10
070223 GWB1210;27,24;25,88;1;10
070224 M4D2;13,33;12,67;1;10
070225 C12RAD;23,77;22,59;1;10
070225 C18RAD-0;65,64;62,36;1;10
070228 M12FIR12-0;2,72;2,59;1;10
070228 M12FIR14;16,76;15,93;1;10
070228 M12FIR38;38,23;36,32;1;10
070229 BSB18C2BL4;92,41;87,79;1;10
070230 M18VC2-0;20,44;19,42;1;10
070231 GAS1810L;24,65;23,42;1;10
070240 GSR1215B;53,61;50,93;1;10
070241 GSR1220HX;87,57;83,2;1;10
070241 GSR1235;13,41;12,74;1;10
070242 GSR1215FC;23,7;22,52;1;10
070242 GSR1235FCF;35,98;34,19;1;10
070243 GSR1821;48,52;46,1;1;10
070244 GSR1235FCS;64,77;61,54;1;10
070245 GSR18110C;71,83;68,24;1;10
070245 GSR1860PRO;88,47;84,05;1;10
070246 GSR1860C;71,13;67,58;1;10
071111 7112776;72,32;68,71;1;10
071111 7112786;23,84;22,65;1;10
071111 7112796;12,99;12,35;1;10
071119 ESTW;30,36;28,85;1;10
071120 71126260;53,91;51,22;1;10
071120 71126360;79,97;75,98;1;10
071120 71126460;37,62;35,74;1;10
071120 71126660;57,53;54,66;1;10
071120 71126860;35,37;33,61;1;10
071120 71127060;26,68;25,35;1;10
071133 12010;75,09;71,34;1;10
071133 13010;38,26;36,35;1;10
071133 14010;62,06;58,96;1;10
071133 15010;99,34;94,38;1;10
071133 16010;18,03;17,13;1;10
071133 17010;93,75;89,07;1;10
071135 92604163;25,16;23,91;1;10
072139 WHEEL;45,74;43,46;1;10
072806 IVR-L100;42,21;40,1;1;10
072807 NT27;32,52;30,9;1;10
072808 NT20;96,51;91,69;1;10
072808 NT27;3,69;3,51;1;10
072808 NT30;92,72;88,09;1;10
072808 NT45;37,54;35,67;1;10
072808 NT65;87,08;82,73;1;10
072809 NT30;83,38;79,22;1;10
072809 NT45;1,93;1,84;1;10
072809 NT65;46,03;43,73;1;10
072882;78,26;74,35;1;10
072885;96,9;92,06;1;10
072886;6,42;6,1;1;10
073200 92604200;2,66;2,53;1;10
073203 GLI12330;100,68;95,65;1;10
073205 GLI182200C;31,02;29,47;1;10
073205 GLI18300;34,22;32,51;1;10
073205 GLIVARI;49,83;47,34;1;10
073210 M12TLED;28,36;26,95;1;10
073211 M18AL;82,74;78,61;1;10
073211 M18ONESLSP;51,08;48,53;1;10
073211 M18SAL;96,94;92,1;1;10
073211 M18SLED;46,48;44,16;1;10
073211 M18TLED;65,51;62,24;1;10
073808 MHB3;9,05;8,6;1;10
073809 MHB55;22,5;21,38;1;10
073810 MHB8;50,98;48,44;1;10
073811 MHB12;33,69;32,01;1;10
073812 MA12;40,84;38,8;1;10
073812 MA14;79,26;75,3;1;10
073812 MA18;6,83;6,49;1;10
073814 MB12;80,22;76,21;1;10
073814 MB4;15,96;15,17;1;10
073815 MB12;97,86;92,97;1;10
073816 MB18;31,75;30,17;1;10
073817 MC28;54,39;51,68;1;10
073819 MB14;98,63;93,7;1;10
073820 AA14;50,28;47,77;1;10
073820 AB18;93,72;89,04;1;10
073820 AC14;83,61;79,43;1;10
073821 AB18;41,63;39,55;1;10
073823 AA14;83,77;79,59;1;10
073824 AB3;19,72;18,74;1;10
073825 AB12;90,16;85,66;1;10
073826 M18HNRG3;70,7;67,17;1;10
073827 MB18;26,66;25,33;1;10
073828 AB18;77,04;73,19;1;10
073829 MB12;45,09;42,84;1;10
073830 M18HNRG55;66,99;63,65;1;10
073831 M18HNRG8;50,21;47,7;1;10
073832 9260430701;62,85;59,71;1;10
073832 9260431401;78;74,1;1;10
073832 9260431501;93,22;88,56;1;10
073832 9260431701;22,51;21,39;1;10
073833 M18HNRG12;87,87;83,48;1;10
073834 FE18;42,92;40,78;1;10
073835 FE12;100,27;95,26;1;10
073835 FE18;90,08;85,58;1;10
073836 FE14;60,66;57,63;1;10
073837 FE12;64,68;61,45;1;10
073837 FE18;1,93;1,84;1;10
073838 FE14;7,06;6,71;1;10
073839 M12NRG4;25,35;24,09;1;10
073839 M18NRG5;13,27;12,61;1;10
073840 M1218C;97,3;92,44;1;10
073840 M1218FC;82,91;78,77;1;10
073840 M1418C6;91,95;87,36;1;10
073840 RCA7224;57,13;54,28;1;10
073841 BL1418;60,61;57,58;1;10
073841 LA036;25,61;24,33;1;10
073845 FE80;12,65;12,02;1;10
073851 B12;95,2;90,44;1;10
073851 B18;9,13;8,68;1;10
073853 B18;56,3;53,49;1;10
073854 B18;2,75;2,62;1;10
073855 B12;37,26;35,4;1;10
073856 C18;45,07;42,82;1;10
073857 C18;81,25;77,19;1;10
073858 C18;20,37;19,36;1;10
073859 B12;76,7;72,87;1;10
073863 C18;64,59;61,37;1;10
073865 C18;2,68;2,55;1;10
073866 1880CV;51,15;48,6;1;10
073866 AL1130CV;48,22;45,81;1;10
073866 GAL18160C;46,7;44,37;1;10
073867 C18;16,35;15,54;1;10
073920 OSD2;10,94;10,4;1;10
073920 WB1;89,55;85,08;1;10
073930 FIXTEC;12,54;11,92;1;10
073930 NUT;36,84;35;1;10
073955 M12SI201C;63,49;60,32;1;10
073960 M18JSR;72,68;69,05;1;10
073960 M18JSRDAB;45,97;43,68;1;10
073960 M18RC;97,18;92,33;1;10
074000 71150464;68,82;65,38;1;10
074000 71150664;16,19;15,39;1;10
074000 71150764;63,86;60,67;1;10
074010 M18FIW12;91,49;86,92;1;10
074010 M18FMTF12;15,31;14,55;1;10
074010 M18FQID;69,57;66,1;1;10
074010 M18ONEFF-1;28,55;27,13;1;10
074010 M18ONEFF12;80,05;76,05;1;10
074010 M18ONEFF34;3,8;3,61;1;10
074013 M18BRAIW/0;89,74;85,26;1;10
074014 M12FID;86,33;82,02;1;10
074014 M12FIW38;81,88;77,79;1;10
074014 M12FIWF12;77,74;73,86;1;10
074014 M12FQID;20,72;19,69;1;10
074052 GDR18160;18,57;17,65;1;10
074052 GDS18300;35,66;33,88;1;10
074052 GDS18VLIHT;23,54;22,37;1;10
074052 GDX18200;49,16;46,71;1;10
074054 GDR12110;100,79;95,76;1;10
074054 GDS12115;72,07;68,47;1;10
074110 IPWE400R;36,74;34,91;1;10
074170 GDS18E;16,91;16,07;1;10
075012 71050162;18,26;17,35;1;10
075012 71050262;36,39;34,58;1;10
075022 71050362;59,92;56,93;1;10
075110 720552;41,25;39,19;1;10
075110 720553;71,12;67,57;1;10
075120 720551;10,56;10,04;1;10
075123 71050462;36,19;34,39;1;10
075130 72710361;62,02;58,92;1;10
075132 14;65,17;61,92;1;10
075132 15;90,67;86,14;1;10
075132 16;9,16;8,71;1;10
075132 17;47,58;45,21;1;10
075132 18;57,65;54,77;1;10
075132 19;85,77;81,49;1;10
075132 20;33,02;31,37;1;10
075132 21;77,94;74,05;1;10
075132 22;57,11;54,26;1;10
075132 23;87,88;83,49;1;10
075132 24;55,41;52,64;1;10
075132 25;7,8;7,41;1;10
075133;47,52;45,15;1;10
075150 720554;80,9;76,86;1;10
075150 720555;19,77;18,79;1;10
075155 720547;19,47;18,5;1;10
075155 720549;18,12;17,22;1;10
075156 720251;80,01;76,01;1;10
075210 HDE13RQX;32,92;31,28;1;10
075310 BE750R;10,12;9,62;1;10
075420 GBM10RE;35,59;33,82;1;10
075420 GBM132RE;34,76;33,03;1;10
075510 GBH220D;97,22;92,36;1;10
075510 GBH226F;17,21;16,35;1;10
075510 GBH228F;18,62;17,69;1;10
075510 GBH540DCE;81,32;77,26;1;10
075515 GBH18V-26F;26,93;25,59;1;10
075515 GBH18VEC;86,47;82,15;1;10
075520 PLH32XE;20,88;19,84;1;10
075530 M12CH4;47,36;45;1;10
075530 M18CHPX-9;1,45;1,38;1;10
075530 M18CHX;24,55;23,33;1;10
075530 M18FHM;20;19;1;10
075532 M12CH4;98,36;93,45;1;10
075532 M18CHPX-9;42,84;40,7;1;10
075532 M18CHX;46,28;43,97;1;10
075550 71090162;47,78;45,4;1;10
075550 720938;59,38;56,42;1;10
075580 009013;9,22;8,76;1;10
075580 019009;11,14;10,59;1;10
075580 063012;33,61;31,93;1;10
075610 SB2E1100RV;42,19;40,09;1;10
075610 SB2E850R;13,6;12,92;1;10
075620 KH28SXE;68,41;64,99;1;10
075720 GSB212RCT;5,3;5,04;1;10
075720 GSB242;89,5;85,03;1;10
075910 ZBS100;50,77;48,24;1;10
075912 IBS16;42,82;40,68;1;10
076520 727040;68,66;65,23;1;10
076520 727041;98,94;94;1;10
076520 727042;53,87;51,18;1;10
076520 727043;32,24;30,63;1;10
076520 727053;67,46;64,09;1;10
076520 72705761;43,5;41,33;1;10
076520 727060;5,95;5,66;1;10
076524 71700162;93,93;89,24;1;10
076535 MAB1300;26,04;24,74;1;10
076535 MAB155;86,94;82,6;1;10
076535 MAB455;82,52;78,4;1;10
076535 MAB485;18,54;17,62;1;10
076535 MAB525;86,6;82,27;1;10
076535 MAB825;31,34;29,78;1;10
076535 MABASIC200;61,75;58,67;1;10
076536 MAB485;52,1;49,5;1;10
076536 MAB525;58,59;55,67;1;10
076536 MAB845;12,82;12,18;1;10
076560 12;47,25;44,89;1;10
076560 14;71,37;67,81;1;10
076560 16;12,4;11,78;1;10
076560 6;67,01;63,66;1;10
076560 9;50,88;48,34;1;10
076561 14;73,5;69,83;1;10
076563 12;68,45;65,03;1;10
076563 14;98,42;93,5;1;10
076563 16;71,71;68,13;1;10
076563 6;37,61;35,73;1;10
076563 9;10,98;10,44;1;10
077010 18V-10SC;11,31;10,75;1;10
077050 14-125;2,48;2,36;1;10
077050 19-125S;84,94;80,7;1;10
077050 9-115S;86,64;82,31;1;10
077100 12-76;67,45;64,08;1;10
077102 72217360;23,36;22,2;1;10
077103 AG10-115EK;15,01;14,26;1;10
077104 WS8-115S;6,83;6,49;1;10
077105 M18CAGXPDB;22,2;21,09;1;10
077106 71200162;44,31;42,1;1;10
077109 13-125CI;95,25;90,49;1;10
077109 15-125CIEP;7,91;7,52;1;10
077109 17-125INOX;68,32;64,91;1;10
077109 18-125L;49,03;46,58;1;10
077109 18125LINOX;82,59;78,47;1;10
077109 19-125CI;39,17;37,22;1;10
077109 19-125CIE;91,32;86,76;1;10
077109 7-125;23,73;22,55;1;10
077109 9-125S;68,34;64,93;1;10
077111 722174;27,67;26,29;1;10
077111 722177;56,2;53,39;1;10
077111 722178;58,65;55,72;1;10
077111 7222076;39,81;37,82;1;10
077111 722213;77,83;73,94;1;10
077120 18-125V-LI;62,3;59,19;1;10
077120 18V-10SC;37,12;35,27;1;10
077121 WS10-125S;36,63;34,8;1;10
077121 WS13125SXE;27,3;25,94;1;10
077122 GUARD-125;58,23;55,32;1;10
077131 AGV10125EK;41,79;39,71;1;10
077131 AGV13-125X;46,19;43,89;1;10
077135 M18FLAG;15,91;15,12;1;10
077138 7222196;78,87;74,93;1;10
077140 M18CAG-125;37,07;35,22;1;10
077140 M18CAGXPD;70,71;67,18;1;10
077140 M18FHSAG55;75,83;72,04;1;10
077141 AGS15-125;44,99;42,75;1;10
077141 AGV15-125;26,46;25,14;1;10
077141 AGV17-125;39,6;37,62;1;10
077141 AGV17-150;89,63;85,15;1;10
077142 GUARD-125;91,03;86,48;1;10
077145 71200262;78,37;74,46;1;10
077145 71200462;31,7;30,12;1;10
077146 24-180LVI;22,88;21,74;1;10
077147 AGV17-180;99,85;94,86;1;10
077151 72210500;35,08;33,33;1;10
077151 72210600;92,55;87,93;1;10
077151 72210800;15,53;14,76;1;10
077151 72211100;94,65;89,92;1;10
077152 72210529;60,29;57,28;1;10
077152 72210629;86,53;82,21;1;10
077152 72210829;30,05;28,55;1;10
077152 72211129;100,81;95,77;1;10
077153 24-230JVX;79,18;75,23;1;10
077153 26-230LVI;41,19;39,14;1;10
077155 WS22-230;69,46;65,99;1;10
077161 AGV24-230;1,96;1,87;1;10
077161 AGVM26-230;74,52;70,8;1;10
077162 AGVKB24;59,26;56,3;1;10
077162 AGVM26-230;46,85;44,51;1;10
077257 M12FDGA422;63,6;60,42;1;10
077258 M12FDGS422;98,91;93,97;1;10
077261 722317;21,86;20,77;1;10
077261 722319;34,2;32,49;1;10
077261 722320;80,73;76,7;1;10
077261 722322;41,89;39,8;1;10
077261 722324;24,56;23,34;1;10
077261 722325;92,6;87,97;1;10
077262 71230162;75,75;71,97;1;10
077262 71230262;40,72;38,69;1;10
077262 71230362;25,87;24,58;1;10
077263 GGS18V23;73,31;69,65;1;10
077265 GGS28CE;40,74;38,71;1;10
077265 GGS28LCE;43,18;41,03;1;10
077265 GGS8CE;31,75;30,17;1;10
077267 GGS18VLI;51,42;48,85;1;10
077268 6;87,25;82,89;1;10
077268 8;23,84;22,65;1;10
077269 6;2,49;2,37;1;10
077269 8;39,69;37,71;1;10
077270 6;47,35;44,99;1;10
077270 8;95,49;90,72;1;10
077271 GSL600E;51,36;48,8;1;10
077280 M18FDG;15,81;15,02;1;10
077319 M18BOS125;30,35;28,84;1;10
077321 EX150ES;7,49;7,12;1;10
077324 625CV;5,55;5,28;1;10
077324 650CV;27,77;26,39;1;10
077325 AROS-B;34,47;32,75;1;10
077326 SPS140;18,59;17,67;1;10
077327 5,5;14,26;13,55;1;10
077328 230AVE;10,1;9,6;1;10
077329 EX150;21,28;20,22;1;10
077412 782086;9,76;9,28;1;10
077502 W150;71,31;67,75;1;10
077502 W175;79,01;75,06;1;10
077509 DS1;90,91;86,37;1;10
077509 DS2;36,98;35,14;1;10
077509 ECO;93,34;88,68;1;10
077511 DS04/150;39,26;37,3;1;10
077512 DS04/150;64,28;61,07;1;10
077512 DS04/175;14,96;14,22;1;10
077512 DS07/200;77,06;73,21;1;10
077512 DS12/250;4,11;3,91;1;10
077512 DS15/300;69,65;66,17;1;10
077513 DS04;95,77;90,99;1;10
077513 DS07;51,36;48,8;1;10
077513 DS12;17,03;16,18;1;10
077513 DS15;41,44;39,37;1;10
077514 DS04/175A;36,32;34,51;1;10
077514 DS07/200A;27,35;25,99;1;10
077514 DS12/250A;2,76;2,63;1;10
077514 DS15/300A;24,39;23,18;1;10
077515 ECO;67,04;63,69;1;10
077519 AT1;65,89;62,6;1;10
077519 AT2;68,05;64,65;1;10
077525 AT1;61,08;58,03;1;10
077525 AT2;96,51;91,69;1;10
